property_id,stay_date,listed_price,booked_price,status,lead_time_days,channel,reservation_id
cloud_9,2023-07-30,520,,available,16,,
cloud_9,2023-07-31,520,,available,85,,
cloud_9,2023-08-01,520,470,booked,60,airbnb,cloud_9-2023-08-01
cloud_9,2023-08-02,520,495,booked,26,airbnb,cloud_9-2023-08-02
cloud_9,2023-08-03,520,,available,19,,
cloud_9,2023-08-04,595,595,booked,40,airbnb,cloud_9-2023-08-04
cloud_9,2023-08-05,595,,available,51,,
cloud_9,2023-08-06,520,,available,69,,
cloud_9,2023-08-07,520,520,booked,39,airbnb,cloud_9-2023-08-07
cloud_9,2023-08-08,520,545,booked,14,airbnb,cloud_9-2023-08-08
cloud_9,2023-08-09,520,520,booked,40,airbnb,cloud_9-2023-08-09
cloud_9,2023-08-10,520,,available,61,,
cloud_9,2023-08-11,595,,available,79,,
cloud_9,2023-08-12,595,,available,34,,
cloud_9,2023-08-13,520,495,booked,69,airbnb,cloud_9-2023-08-13
cloud_9,2023-08-14,520,,available,90,,
cloud_9,2023-08-15,520,,available,37,,
cloud_9,2023-08-16,520,520,booked,81,airbnb,cloud_9-2023-08-16
cloud_9,2023-08-17,520,,available,33,,
cloud_9,2023-08-18,595,,available,21,,
cloud_9,2023-08-19,595,,available,25,,
cloud_9,2023-08-20,520,470,booked,72,airbnb,cloud_9-2023-08-20
cloud_9,2023-08-21,520,,available,37,,
cloud_9,2023-08-22,520,,available,17,,
cloud_9,2023-08-23,520,,available,68,,
cloud_9,2023-08-24,520,470,booked,36,airbnb,cloud_9-2023-08-24
cloud_9,2023-08-25,595,595,booked,87,airbnb,cloud_9-2023-08-25
cloud_9,2023-08-26,595,595,booked,21,airbnb,cloud_9-2023-08-26
cloud_9,2023-08-27,520,,available,51,,
cloud_9,2023-08-28,520,,available,67,,
cloud_9,2023-08-29,520,520,booked,48,airbnb,cloud_9-2023-08-29
cloud_9,2023-08-30,520,545,booked,48,airbnb,cloud_9-2023-08-30
cloud_9,2023-08-31,520,,available,33,,
cloud_9,2023-09-01,640,,available,69,,
cloud_9,2023-09-02,640,,available,85,,
cloud_9,2023-09-03,560,560,booked,48,airbnb,cloud_9-2023-09-03
cloud_9,2023-09-04,560,,available,29,,
cloud_9,2023-09-05,560,560,booked,45,airbnb,cloud_9-2023-09-05
cloud_9,2023-09-06,560,560,booked,82,airbnb,cloud_9-2023-09-06
cloud_9,2023-09-07,560,,available,30,,
cloud_9,2023-09-08,640,,available,68,,
cloud_9,2023-09-09,640,,available,35,,
cloud_9,2023-09-10,560,585,booked,83,airbnb,cloud_9-2023-09-10
cloud_9,2023-09-11,560,,available,47,,
cloud_9,2023-09-12,560,,available,33,,
cloud_9,2023-09-13,560,,available,84,,
cloud_9,2023-09-14,560,560,booked,59,airbnb,cloud_9-2023-09-14
cloud_9,2023-09-15,640,640,booked,57,airbnb,cloud_9-2023-09-15
cloud_9,2023-09-16,640,640,booked,80,airbnb,cloud_9-2023-09-16
cloud_9,2023-09-17,560,560,booked,30,airbnb,cloud_9-2023-09-17
cloud_9,2023-09-18,560,,available,82,,
cloud_9,2023-09-19,560,,available,90,,
cloud_9,2023-09-20,560,,available,81,,
cloud_9,2023-09-21,560,510,booked,49,airbnb,cloud_9-2023-09-21
cloud_9,2023-09-22,640,,available,42,,
cloud_9,2023-09-23,640,,available,86,,
cloud_9,2023-09-24,560,,available,53,,
cloud_9,2023-09-25,560,,available,42,,
cloud_9,2023-09-26,560,,available,22,,
cloud_9,2023-09-27,560,,available,53,,
cloud_9,2023-09-28,560,560,booked,52,airbnb,cloud_9-2023-09-28
cloud_9,2023-09-29,640,,available,34,,
cloud_9,2023-09-30,640,,available,37,,
cloud_9,2023-10-01,560,,available,85,,
cloud_9,2023-10-02,560,,available,86,,
cloud_9,2023-10-03,560,,available,23,,
cloud_9,2023-10-04,560,,available,57,,
cloud_9,2023-10-05,560,,available,41,,
cloud_9,2023-10-06,640,665,booked,24,airbnb,cloud_9-2023-10-06
cloud_9,2023-10-07,640,640,booked,83,airbnb,cloud_9-2023-10-07
cloud_9,2023-10-08,560,510,booked,27,airbnb,cloud_9-2023-10-08
cloud_9,2023-10-09,560,,available,18,,
cloud_9,2023-10-10,560,,available,16,,
cloud_9,2023-10-11,560,,available,52,,
cloud_9,2023-10-12,560,,available,21,,
cloud_9,2023-10-13,640,,available,77,,
cloud_9,2023-10-14,640,,available,16,,
cloud_9,2023-10-15,560,535,booked,22,airbnb,cloud_9-2023-10-15
cloud_9,2023-10-16,560,,available,85,,
cloud_9,2023-10-17,560,,available,82,,
cloud_9,2023-10-18,560,510,booked,29,airbnb,cloud_9-2023-10-18
cloud_9,2023-10-19,560,,available,45,,
cloud_9,2023-10-20,640,,available,88,,
cloud_9,2023-10-21,640,640,booked,20,airbnb,cloud_9-2023-10-21
cloud_9,2023-10-22,560,,available,81,,
cloud_9,2023-10-23,560,510,booked,69,airbnb,cloud_9-2023-10-23
cloud_9,2023-10-24,560,,available,49,,
cloud_9,2023-10-25,560,,available,36,,
cloud_9,2023-10-26,560,560,booked,43,airbnb,cloud_9-2023-10-26
cloud_9,2023-10-27,640,665,booked,69,airbnb,cloud_9-2023-10-27
cloud_9,2023-10-28,640,,available,82,,
cloud_9,2023-10-29,560,560,booked,90,airbnb,cloud_9-2023-10-29
cloud_9,2023-10-30,560,,available,63,,
cloud_9,2023-10-31,560,,available,76,,
cloud_9,2023-11-01,600,550,booked,67,airbnb,cloud_9-2023-11-01
cloud_9,2023-11-02,600,,available,41,,
cloud_9,2023-11-03,690,,available,87,,
cloud_9,2023-11-04,690,640,booked,55,airbnb,cloud_9-2023-11-04
cloud_9,2023-11-05,600,,available,65,,
cloud_9,2023-11-06,600,,available,69,,
cloud_9,2023-11-07,600,,available,69,,
cloud_9,2023-11-08,600,600,booked,15,airbnb,cloud_9-2023-11-08
cloud_9,2023-11-09,600,625,booked,88,airbnb,cloud_9-2023-11-09
cloud_9,2023-11-10,690,,available,65,,
cloud_9,2023-11-11,690,690,booked,14,airbnb,cloud_9-2023-11-11
cloud_9,2023-11-12,600,,available,16,,
cloud_9,2023-11-13,600,600,booked,46,airbnb,cloud_9-2023-11-13
cloud_9,2023-11-14,600,600,booked,89,airbnb,cloud_9-2023-11-14
cloud_9,2023-11-15,600,,available,0,,
cloud_9,2023-11-16,600,,available,1,,
cloud_9,2023-11-17,690,,available,2,,
cloud_9,2023-11-18,690,,available,3,,
cloud_9,2023-11-19,600,600,booked,4,airbnb,cloud_9-2023-11-19
cloud_9,2023-11-20,600,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-21,600,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-22,600,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-23,600,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-24,690,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-25,690,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-26,600,,blocked,,owner,owner-thanksgiving
cloud_9,2023-11-27,600,,available,12,,
cloud_9,2023-11-28,600,550,booked,13,airbnb,cloud_9-2023-11-28
cloud_9,2023-11-29,600,550,booked,14,airbnb,cloud_9-2023-11-29
cloud_9,2023-11-30,600,,available,15,,
cloud_9,2023-12-01,795,795,booked,16,airbnb,cloud_9-2023-12-01
cloud_9,2023-12-02,795,795,booked,17,airbnb,cloud_9-2023-12-02
cloud_9,2023-12-03,680,655,booked,18,airbnb,cloud_9-2023-12-03
cloud_9,2023-12-04,680,630,booked,19,airbnb,cloud_9-2023-12-04
cloud_9,2023-12-05,680,,available,20,,
cloud_9,2023-12-06,680,,available,21,,
cloud_9,2023-12-07,680,,available,22,,
cloud_9,2023-12-08,795,795,booked,23,airbnb,cloud_9-2023-12-08
cloud_9,2023-12-09,795,,available,24,,
cloud_9,2023-12-10,680,655,booked,25,airbnb,cloud_9-2023-12-10
cloud_9,2023-12-11,680,680,booked,26,airbnb,cloud_9-2023-12-11
cloud_9,2023-12-12,680,680,booked,27,airbnb,cloud_9-2023-12-12
cloud_9,2023-12-13,680,630,booked,28,airbnb,cloud_9-2023-12-13
cloud_9,2023-12-14,680,,available,29,,
cloud_9,2023-12-15,1050,1000,booked,30,airbnb,cloud_9-2023-12-15
cloud_9,2023-12-16,1050,1025,booked,31,airbnb,cloud_9-2023-12-16
cloud_9,2023-12-17,920,,available,32,,
cloud_9,2023-12-18,920,945,booked,33,airbnb,cloud_9-2023-12-18
cloud_9,2023-12-19,920,920,booked,34,airbnb,cloud_9-2023-12-19
cloud_9,2023-12-20,1180,1155,booked,35,airbnb,cloud_9-2023-12-20
cloud_9,2023-12-21,1180,1180,booked,36,airbnb,cloud_9-2023-12-21
cloud_9,2023-12-22,1320,1320,booked,37,airbnb,cloud_9-2023-12-22
cloud_9,2023-12-23,1320,1270,booked,38,airbnb,cloud_9-2023-12-23
cloud_9,2023-12-24,1180,1180,booked,39,airbnb,cloud_9-2023-12-24
cloud_9,2023-12-25,1180,1180,booked,40,airbnb,cloud_9-2023-12-25
cloud_9,2023-12-26,1180,1180,booked,41,airbnb,cloud_9-2023-12-26
cloud_9,2023-12-27,1180,1180,booked,42,airbnb,cloud_9-2023-12-27
cloud_9,2023-12-28,1180,,available,43,,
cloud_9,2023-12-29,1320,,available,44,,
cloud_9,2023-12-30,1320,1295,booked,45,airbnb,cloud_9-2023-12-30
cloud_9,2023-12-31,1180,1180,booked,46,airbnb,cloud_9-2023-12-31
cloud_9,2024-01-01,1180,1205,booked,47,airbnb,cloud_9-2024-01-01
cloud_9,2024-01-02,1180,1205,booked,48,airbnb,cloud_9-2024-01-02
cloud_9,2024-01-03,1180,,available,49,,
cloud_9,2024-01-04,750,750,booked,50,airbnb,cloud_9-2024-01-04
cloud_9,2024-01-05,880,880,booked,51,airbnb,cloud_9-2024-01-05
cloud_9,2024-01-06,880,855,booked,52,airbnb,cloud_9-2024-01-06
cloud_9,2024-01-07,750,775,booked,53,airbnb,cloud_9-2024-01-07
cloud_9,2024-01-08,750,750,booked,54,airbnb,cloud_9-2024-01-08
cloud_9,2024-01-09,750,750,booked,55,airbnb,cloud_9-2024-01-09
cloud_9,2024-01-10,750,,available,56,,
cloud_9,2024-01-11,750,725,booked,57,airbnb,cloud_9-2024-01-11
cloud_9,2024-01-12,880,905,booked,58,airbnb,cloud_9-2024-01-12
cloud_9,2024-01-13,880,,available,59,,
cloud_9,2024-01-14,750,,available,60,,
cloud_9,2024-01-15,750,,available,61,,
cloud_9,2024-01-16,750,750,booked,62,airbnb,cloud_9-2024-01-16
cloud_9,2024-01-17,750,,available,63,,
cloud_9,2024-01-18,750,,available,64,,
cloud_9,2024-01-19,880,880,booked,65,airbnb,cloud_9-2024-01-19
cloud_9,2024-01-20,880,830,booked,66,airbnb,cloud_9-2024-01-20
cloud_9,2024-01-21,750,750,booked,67,airbnb,cloud_9-2024-01-21
cloud_9,2024-01-22,750,750,booked,68,airbnb,cloud_9-2024-01-22
cloud_9,2024-01-23,750,750,booked,69,airbnb,cloud_9-2024-01-23
cloud_9,2024-01-24,750,725,booked,70,airbnb,cloud_9-2024-01-24
cloud_9,2024-01-25,750,750,booked,71,airbnb,cloud_9-2024-01-25
cloud_9,2024-01-26,880,880,booked,72,airbnb,cloud_9-2024-01-26
cloud_9,2024-01-27,880,,available,73,,
cloud_9,2024-01-28,750,775,booked,74,airbnb,cloud_9-2024-01-28
cloud_9,2024-01-29,750,750,booked,75,airbnb,cloud_9-2024-01-29
cloud_9,2024-01-30,750,700,booked,76,airbnb,cloud_9-2024-01-30
cloud_9,2024-01-31,750,725,booked,77,airbnb,cloud_9-2024-01-31
