property_id,stay_date,listed_price,booked_price,status,lead_time_days,channel,reservation_id
summit_haus,2024-12-10,2208.0,,available,39,,
summit_haus,2024-12-11,2208.0,2164.0,booked,40,airbnb,summit_haus-2024-12-11
summit_haus,2024-12-12,2208.0,,available,41,,
summit_haus,2024-12-13,2688.0,,available,42,,
summit_haus,2024-12-14,2688.0,,available,43,,
summit_haus,2024-12-15,2208.0,,available,44,,
summit_haus,2024-12-16,2208.0,2164.0,booked,45,airbnb,summit_haus-2024-12-16
summit_haus,2024-12-17,2208.0,,available,46,,
summit_haus,2024-12-18,2208.0,,available,47,,
summit_haus,2024-12-19,2208.0,,available,48,,
summit_haus,2024-12-20,3240.0,,available,49,,
summit_haus,2024-12-21,3240.0,3175.0,booked,50,airbnb,summit_haus-2024-12-21
summit_haus,2024-12-22,3240.0,,available,51,,
summit_haus,2024-12-23,3240.0,,available,52,,
summit_haus,2024-12-24,3240.0,,available,53,,
summit_haus,2024-12-25,3240.0,,available,54,,
summit_haus,2024-12-26,3240.0,3175.0,booked,55,airbnb,summit_haus-2024-12-26
summit_haus,2024-12-27,3240.0,,available,56,,
summit_haus,2024-12-28,3240.0,,available,57,,
summit_haus,2024-12-29,3240.0,,available,58,,
summit_haus,2024-12-30,3240.0,,available,59,,
summit_haus,2024-12-31,3240.0,3175.0,booked,60,airbnb,summit_haus-2024-12-31
summit_haus,2025-01-01,2208.0,,available,61,,
summit_haus,2025-01-02,2208.0,,available,62,,
summit_haus,2025-01-03,2688.0,,available,63,,
summit_haus,2025-01-04,2688.0,,available,64,,
summit_haus,2025-01-05,2208.0,2164.0,booked,65,airbnb,summit_haus-2025-01-05
summit_haus,2025-01-06,2208.0,,available,66,,
summit_haus,2025-01-07,2208.0,,available,67,,
summit_haus,2025-01-08,2208.0,,available,68,,
summit_haus,2025-01-09,2208.0,,available,69,,
summit_haus,2025-01-10,2688.0,2634.0,booked,70,airbnb,summit_haus-2025-01-10
summit_haus,2025-01-11,2688.0,,available,71,,
summit_haus,2025-01-12,2208.0,,available,72,,
summit_haus,2025-01-13,2208.0,,available,73,,
summit_haus,2025-01-14,2208.0,,available,74,,
summit_haus,2025-01-15,2208.0,2164.0,booked,75,airbnb,summit_haus-2025-01-15
summit_haus,2025-01-16,2208.0,,available,76,,
summit_haus,2025-01-17,2688.0,,available,77,,
summit_haus,2025-01-18,2688.0,,available,78,,
summit_haus,2025-01-19,2208.0,,available,79,,
summit_haus,2025-01-20,2208.0,2164.0,booked,80,airbnb,summit_haus-2025-01-20
summit_haus,2025-01-21,2208.0,,available,81,,
summit_haus,2025-01-22,2208.0,,available,82,,
summit_haus,2025-01-23,2208.0,,available,83,,
summit_haus,2025-01-24,2688.0,,available,84,,
summit_haus,2025-01-25,2688.0,2634.0,booked,85,airbnb,summit_haus-2025-01-25
summit_haus,2025-01-26,2208.0,,available,86,,
summit_haus,2025-01-27,2208.0,,available,87,,
summit_haus,2025-01-28,2208.0,,available,88,,
summit_haus,2025-01-29,2208.0,,available,89,,
summit_haus,2025-01-30,2208.0,2164.0,booked,90,airbnb,summit_haus-2025-01-30
summit_haus,2025-01-31,2688.0,,available,91,,
summit_haus,2025-02-01,2688.0,,available,92,,
summit_haus,2025-02-02,2208.0,,available,93,,
summit_haus,2025-02-03,2208.0,,available,94,,
summit_haus,2025-02-04,2208.0,2164.0,booked,95,airbnb,summit_haus-2025-02-04
summit_haus,2025-02-05,2208.0,,available,96,,
summit_haus,2025-02-06,2208.0,,available,97,,
summit_haus,2025-02-07,2688.0,,available,98,,
summit_haus,2025-02-08,2688.0,,available,99,,
summit_haus,2025-02-09,2208.0,2164.0,booked,100,airbnb,summit_haus-2025-02-09
summit_haus,2025-02-10,2208.0,,available,101,,
summit_haus,2025-02-11,2208.0,,available,102,,
summit_haus,2025-02-12,2208.0,,available,103,,
summit_haus,2025-02-13,2208.0,,available,104,,
summit_haus,2025-02-14,2688.0,2634.0,booked,105,airbnb,summit_haus-2025-02-14
summit_haus,2025-02-15,2688.0,,available,106,,
summit_haus,2025-02-16,2208.0,,available,107,,
summit_haus,2025-02-17,2208.0,,available,108,,
summit_haus,2025-02-18,2208.0,,available,109,,
summit_haus,2025-02-19,2208.0,2164.0,booked,110,airbnb,summit_haus-2025-02-19
summit_haus,2025-02-20,2208.0,,available,111,,
summit_haus,2025-02-21,2688.0,,available,112,,
summit_haus,2025-02-22,2688.0,,available,113,,
summit_haus,2025-02-23,2208.0,,available,114,,
summit_haus,2025-02-24,2208.0,2164.0,booked,115,airbnb,summit_haus-2025-02-24
summit_haus,2025-02-25,2208.0,,available,116,,
summit_haus,2025-02-26,2208.0,,available,117,,
summit_haus,2025-02-27,2208.0,,available,118,,
summit_haus,2025-02-28,2688.0,,available,119,,
summit_haus,2025-03-01,2688.0,2634.0,booked,120,airbnb,summit_haus-2025-03-01
summit_haus,2025-03-02,2208.0,,available,121,,
summit_haus,2025-03-03,2208.0,,available,122,,
summit_haus,2025-03-04,2208.0,,available,123,,
summit_haus,2025-03-05,2208.0,,available,124,,
summit_haus,2025-03-06,2208.0,2164.0,booked,125,airbnb,summit_haus-2025-03-06
summit_haus,2025-03-07,2688.0,,available,126,,
summit_haus,2025-03-08,2688.0,,available,127,,
summit_haus,2025-03-09,2208.0,,available,128,,
summit_haus,2025-03-10,2208.0,,available,129,,
summit_haus,2025-03-11,2208.0,2164.0,booked,130,airbnb,summit_haus-2025-03-11
summit_haus,2025-03-12,2208.0,,available,131,,
summit_haus,2025-03-13,2208.0,,available,132,,
summit_haus,2025-03-14,2688.0,,available,133,,
summit_haus,2025-03-15,2688.0,,available,134,,
summit_haus,2025-03-16,2208.0,2164.0,booked,135,airbnb,summit_haus-2025-03-16
summit_haus,2025-03-17,2208.0,,available,136,,
summit_haus,2025-03-18,2208.0,,available,137,,
summit_haus,2025-03-19,2208.0,,available,138,,
summit_haus,2025-03-20,2208.0,,available,139,,
summit_haus,2025-03-21,2688.0,2634.0,booked,140,airbnb,summit_haus-2025-03-21
summit_haus,2025-03-22,2688.0,,available,141,,
summit_haus,2025-03-23,2208.0,,available,142,,
summit_haus,2025-03-24,2208.0,,available,143,,
summit_haus,2025-03-25,2208.0,,available,144,,
summit_haus,2025-03-26,2208.0,2164.0,booked,145,airbnb,summit_haus-2025-03-26
summit_haus,2025-03-27,2208.0,,available,146,,
summit_haus,2025-03-28,2688.0,,available,147,,
summit_haus,2025-03-29,2688.0,,available,148,,
summit_haus,2025-03-30,2208.0,,available,149,,
summit_haus,2025-03-31,2208.0,2164.0,booked,150,airbnb,summit_haus-2025-03-31
summit_haus,2025-04-01,2208.0,,available,151,,
summit_haus,2025-04-02,2208.0,,available,152,,
summit_haus,2025-04-03,2208.0,,available,153,,
summit_haus,2025-04-04,2688.0,,available,154,,
summit_haus,2025-04-05,2688.0,2634.0,booked,155,airbnb,summit_haus-2025-04-05
summit_haus,2025-04-06,2208.0,,available,156,,
summit_haus,2025-04-07,2208.0,,available,157,,
summit_haus,2025-04-08,2208.0,,available,158,,
summit_haus,2025-04-09,2208.0,,available,159,,
summit_haus,2025-04-10,2208.0,2164.0,booked,160,airbnb,summit_haus-2025-04-10
summit_haus,2025-04-11,2688.0,,available,161,,
summit_haus,2025-04-12,2688.0,,available,162,,
summit_haus,2025-04-13,2208.0,,available,163,,
summit_haus,2025-04-14,2208.0,,available,164,,
summit_haus,2025-04-15,2208.0,2164.0,booked,165,airbnb,summit_haus-2025-04-15
overlook_ridge,2024-11-01,2632.0,2579.0,booked,1,airbnb,overlook_ridge-2024-11-01
overlook_ridge,2024-11-02,2632.0,,available,1,,
overlook_ridge,2024-11-03,2162.0,,available,2,,
overlook_ridge,2024-11-04,2162.0,,available,3,,
overlook_ridge,2024-11-05,2162.0,,available,4,,
overlook_ridge,2024-11-06,2162.0,2119.0,booked,5,airbnb,overlook_ridge-2024-11-06
overlook_ridge,2024-11-07,2162.0,,available,6,,
overlook_ridge,2024-11-08,2632.0,,available,7,,
overlook_ridge,2024-11-09,2632.0,,available,8,,
overlook_ridge,2024-11-10,2162.0,,available,9,,
overlook_ridge,2024-11-11,2162.0,2119.0,booked,10,airbnb,overlook_ridge-2024-11-11
overlook_ridge,2024-11-12,2162.0,,available,11,,
overlook_ridge,2024-11-13,2162.0,,available,12,,
overlook_ridge,2024-11-14,2162.0,,available,13,,
overlook_ridge,2024-11-15,2632.0,,available,14,,
overlook_ridge,2024-11-16,2632.0,2579.0,booked,15,airbnb,overlook_ridge-2024-11-16
overlook_ridge,2024-11-17,2162.0,,available,16,,
overlook_ridge,2024-11-18,2162.0,,available,17,,
overlook_ridge,2024-11-19,2162.0,,available,18,,
overlook_ridge,2024-11-20,2162.0,,available,19,,
overlook_ridge,2024-11-21,2162.0,2119.0,booked,20,airbnb,overlook_ridge-2024-11-21
overlook_ridge,2024-11-22,2632.0,,available,21,,
overlook_ridge,2024-11-23,2632.0,,available,22,,
overlook_ridge,2024-11-24,2162.0,,available,23,,
overlook_ridge,2024-11-25,2162.0,,available,24,,
overlook_ridge,2024-11-26,2162.0,2119.0,booked,25,airbnb,overlook_ridge-2024-11-26
overlook_ridge,2024-11-27,2162.0,,available,26,,
overlook_ridge,2024-11-28,2162.0,,available,27,,
overlook_ridge,2024-11-29,2632.0,,available,28,,
overlook_ridge,2024-11-30,2632.0,,available,29,,
overlook_ridge,2024-12-01,2162.0,2119.0,booked,30,airbnb,overlook_ridge-2024-12-01
overlook_ridge,2024-12-02,2162.0,,available,31,,
overlook_ridge,2024-12-03,2162.0,,available,32,,
overlook_ridge,2024-12-04,2162.0,,available,33,,
overlook_ridge,2024-12-05,2162.0,,available,34,,
overlook_ridge,2024-12-06,2632.0,2579.0,booked,35,airbnb,overlook_ridge-2024-12-06
overlook_ridge,2024-12-07,2632.0,,available,36,,
overlook_ridge,2024-12-08,2162.0,,available,37,,
overlook_ridge,2024-12-09,2162.0,,available,38,,
overlook_ridge,2024-12-10,2162.0,,available,39,,
overlook_ridge,2024-12-11,2162.0,2119.0,booked,40,airbnb,overlook_ridge-2024-12-11
overlook_ridge,2024-12-12,2162.0,,available,41,,
overlook_ridge,2024-12-13,2632.0,,available,42,,
overlook_ridge,2024-12-14,2632.0,,available,43,,
overlook_ridge,2024-12-15,2162.0,,available,44,,
overlook_ridge,2024-12-16,2162.0,2119.0,booked,45,airbnb,overlook_ridge-2024-12-16
overlook_ridge,2024-12-17,2162.0,,available,46,,
overlook_ridge,2024-12-18,2162.0,,available,47,,
overlook_ridge,2024-12-19,2162.0,,available,48,,
overlook_ridge,2024-12-20,3172.0,,available,49,,
overlook_ridge,2024-12-21,3172.0,3109.0,booked,50,airbnb,overlook_ridge-2024-12-21
overlook_ridge,2024-12-22,3172.0,,available,51,,
overlook_ridge,2024-12-23,3172.0,,available,52,,
overlook_ridge,2024-12-24,3172.0,,available,53,,
overlook_ridge,2024-12-25,3172.0,,available,54,,
overlook_ridge,2024-12-26,3172.0,3109.0,booked,55,airbnb,overlook_ridge-2024-12-26
overlook_ridge,2024-12-27,3172.0,,available,56,,
overlook_ridge,2024-12-28,3172.0,,available,57,,
overlook_ridge,2024-12-29,3172.0,,available,58,,
overlook_ridge,2024-12-30,3172.0,,available,59,,
overlook_ridge,2024-12-31,3172.0,3109.0,booked,60,airbnb,overlook_ridge-2024-12-31
overlook_ridge,2025-01-01,2162.0,,available,61,,
overlook_ridge,2025-01-02,2162.0,,available,62,,
overlook_ridge,2025-01-03,2632.0,,available,63,,
overlook_ridge,2025-01-04,2632.0,,available,64,,
overlook_ridge,2025-01-05,2162.0,2119.0,booked,65,airbnb,overlook_ridge-2025-01-05
overlook_ridge,2025-01-06,2162.0,,available,66,,
overlook_ridge,2025-01-07,2162.0,,available,67,,
overlook_ridge,2025-01-08,2162.0,,available,68,,
overlook_ridge,2025-01-09,2162.0,,available,69,,
overlook_ridge,2025-01-10,2632.0,2579.0,booked,70,airbnb,overlook_ridge-2025-01-10
overlook_ridge,2025-01-11,2632.0,,available,71,,
overlook_ridge,2025-01-12,2162.0,,available,72,,
overlook_ridge,2025-01-13,2162.0,,available,73,,
overlook_ridge,2025-01-14,2162.0,,available,74,,
overlook_ridge,2025-01-15,2162.0,2119.0,booked,75,airbnb,overlook_ridge-2025-01-15
overlook_ridge,2025-01-16,2162.0,,available,76,,
overlook_ridge,2025-01-17,2632.0,,available,77,,
overlook_ridge,2025-01-18,2632.0,,available,78,,
overlook_ridge,2025-01-19,2162.0,,available,79,,
overlook_ridge,2025-01-20,2162.0,2119.0,booked,80,airbnb,overlook_ridge-2025-01-20
overlook_ridge,2025-01-21,2162.0,,available,81,,
overlook_ridge,2025-01-22,2162.0,,available,82,,
overlook_ridge,2025-01-23,2162.0,,available,83,,
overlook_ridge,2025-01-24,2632.0,,available,84,,
overlook_ridge,2025-01-25,2632.0,2579.0,booked,85,airbnb,overlook_ridge-2025-01-25
overlook_ridge,2025-01-26,2162.0,,available,86,,
overlook_ridge,2025-01-27,2162.0,,available,87,,
overlook_ridge,2025-01-28,2162.0,,available,88,,
overlook_ridge,2025-01-29,2162.0,,available,89,,
overlook_ridge,2025-01-30,2162.0,2119.0,booked,90,airbnb,overlook_ridge-2025-01-30
overlook_ridge,2025-01-31,2632.0,,available,91,,
overlook_ridge,2025-02-01,2632.0,,available,92,,
overlook_ridge,2025-02-02,2162.0,,available,93,,
overlook_ridge,2025-02-03,2162.0,,available,94,,
overlook_ridge,2025-02-04,2162.0,2119.0,booked,95,airbnb,overlook_ridge-2025-02-04
overlook_ridge,2025-02-05,2162.0,,available,96,,
overlook_ridge,2025-02-06,2162.0,,available,97,,
overlook_ridge,2025-02-07,2632.0,,available,98,,
overlook_ridge,2025-02-08,2632.0,,available,99,,
overlook_ridge,2025-02-09,2162.0,2119.0,booked,100,airbnb,overlook_ridge-2025-02-09
overlook_ridge,2025-02-10,2162.0,,available,101,,
overlook_ridge,2025-02-11,2162.0,,available,102,,
overlook_ridge,2025-02-12,2162.0,,available,103,,
overlook_ridge,2025-02-13,2162.0,,available,104,,
overlook_ridge,2025-02-14,2632.0,2579.0,booked,105,airbnb,overlook_ridge-2025-02-14
overlook_ridge,2025-02-15,2632.0,,available,106,,
overlook_ridge,2025-02-16,2162.0,,available,107,,
overlook_ridge,2025-02-17,2162.0,,available,108,,
overlook_ridge,2025-02-18,2162.0,,available,109,,
overlook_ridge,2025-02-19,2162.0,2119.0,booked,110,airbnb,overlook_ridge-2025-02-19
overlook_ridge,2025-02-20,2162.0,,available,111,,
overlook_ridge,2025-02-21,2632.0,,available,112,,
overlook_ridge,2025-02-22,2632.0,,available,113,,
overlook_ridge,2025-02-23,2162.0,,available,114,,
overlook_ridge,2025-02-24,2162.0,2119.0,booked,115,airbnb,overlook_ridge-2025-02-24
overlook_ridge,2025-02-25,2162.0,,available,116,,
overlook_ridge,2025-02-26,2162.0,,available,117,,
overlook_ridge,2025-02-27,2162.0,,available,118,,
overlook_ridge,2025-02-28,2632.0,,available,119,,
overlook_ridge,2025-03-01,2632.0,2579.0,booked,120,airbnb,overlook_ridge-2025-03-01
overlook_ridge,2025-03-02,2162.0,,available,121,,
overlook_ridge,2025-03-03,2162.0,,available,122,,
overlook_ridge,2025-03-04,2162.0,,available,123,,
overlook_ridge,2025-03-05,2162.0,,available,124,,
overlook_ridge,2025-03-06,2162.0,2119.0,booked,125,airbnb,overlook_ridge-2025-03-06
overlook_ridge,2025-03-07,2632.0,,available,126,,
overlook_ridge,2025-03-08,2632.0,,available,127,,
overlook_ridge,2025-03-09,2162.0,,available,128,,
overlook_ridge,2025-03-10,2162.0,,available,129,,
overlook_ridge,2025-03-11,2162.0,2119.0,booked,130,airbnb,overlook_ridge-2025-03-11
overlook_ridge,2025-03-12,2162.0,,available,131,,
overlook_ridge,2025-03-13,2162.0,,available,132,,
overlook_ridge,2025-03-14,2632.0,,available,133,,
overlook_ridge,2025-03-15,2632.0,,available,134,,
overlook_ridge,2025-03-16,2162.0,2119.0,booked,135,airbnb,overlook_ridge-2025-03-16
overlook_ridge,2025-03-17,2162.0,,available,136,,
overlook_ridge,2025-03-18,2162.0,,available,137,,
overlook_ridge,2025-03-19,2162.0,,available,138,,
overlook_ridge,2025-03-20,2162.0,,available,139,,
overlook_ridge,2025-03-21,2632.0,2579.0,booked,140,airbnb,overlook_ridge-2025-03-21
overlook_ridge,2025-03-22,2632.0,,available,141,,
overlook_ridge,2025-03-23,2162.0,,available,142,,
overlook_ridge,2025-03-24,2162.0,,available,143,,
overlook_ridge,2025-03-25,2162.0,,available,144,,
overlook_ridge,2025-03-26,2162.0,2119.0,booked,145,airbnb,overlook_ridge-2025-03-26
overlook_ridge,2025-03-27,2162.0,,available,146,,
overlook_ridge,2025-03-28,2632.0,,available,147,,
overlook_ridge,2025-03-29,2632.0,,available,148,,
overlook_ridge,2025-03-30,2162.0,,available,149,,
overlook_ridge,2025-03-31,2162.0,2119.0,booked,150,airbnb,overlook_ridge-2025-03-31
overlook_ridge,2025-04-01,2162.0,,available,151,,
overlook_ridge,2025-04-02,2162.0,,available,152,,
overlook_ridge,2025-04-03,2162.0,,available,153,,
overlook_ridge,2025-04-04,2632.0,,available,154,,
overlook_ridge,2025-04-05,2632.0,2579.0,booked,155,airbnb,overlook_ridge-2025-04-05
overlook_ridge,2025-04-06,2162.0,,available,156,,
overlook_ridge,2025-04-07,2162.0,,available,157,,
overlook_ridge,2025-04-08,2162.0,,available,158,,
overlook_ridge,2025-04-09,2162.0,,available,159,,
overlook_ridge,2025-04-10,2162.0,2119.0,booked,160,airbnb,overlook_ridge-2025-04-10
overlook_ridge,2025-04-11,2632.0,,available,161,,
overlook_ridge,2025-04-12,2632.0,,available,162,,
overlook_ridge,2025-04-13,2162.0,,available,163,,
overlook_ridge,2025-04-14,2162.0,,available,164,,
overlook_ridge,2025-04-15,2162.0,2119.0,booked,165,airbnb,overlook_ridge-2025-04-15
