property_id,stay_date,listed_price,booked_price,status,lead_time_days,channel,reservation_id
cabin_ridge,2026-01-12,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-12
cabin_ridge,2026-01-13,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-13
cabin_ridge,2026-01-14,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-14
cabin_ridge,2026-01-15,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-15
cabin_ridge,2026-01-16,855,,available,20,airbnb,
cabin_ridge,2026-01-17,1145,1145,booked,30,airbnb,cabin_ridge-2026-01-17
cabin_ridge,2026-01-18,470,,available,10,airbnb,
cabin_ridge,2026-01-19,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-19
cabin_ridge,2026-01-20,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-20
cabin_ridge,2026-01-21,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-21
cabin_ridge,2026-01-22,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-22
cabin_ridge,2026-01-23,855,,available,20,airbnb,
cabin_ridge,2026-01-24,1145,1145,booked,30,airbnb,cabin_ridge-2026-01-24
cabin_ridge,2026-01-25,470,,available,10,airbnb,
cabin_ridge,2026-01-26,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-26
cabin_ridge,2026-01-27,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-27
cabin_ridge,2026-01-28,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-28
cabin_ridge,2026-01-29,1040,1040,booked,45,airbnb,cabin_ridge-2026-01-29
cabin_ridge,2026-01-30,855,,available,20,airbnb,
cabin_ridge,2026-01-31,1145,1145,booked,30,airbnb,cabin_ridge-2026-01-31
cabin_ridge,2026-02-01,,,blocked,,owner,owner
cabin_ridge,2026-02-02,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-02
cabin_ridge,2026-02-03,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-03
cabin_ridge,2026-02-04,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-04
cabin_ridge,2026-02-05,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-05
cabin_ridge,2026-02-06,855,,available,20,airbnb,
cabin_ridge,2026-02-07,1145,1145,booked,30,airbnb,cabin_ridge-2026-02-07
cabin_ridge,2026-02-08,470,,available,10,airbnb,
cabin_ridge,2026-02-09,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-09
cabin_ridge,2026-02-10,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-10
cabin_ridge,2026-02-11,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-11
cabin_ridge,2026-02-12,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-12
cabin_ridge,2026-02-13,855,,available,20,airbnb,
cabin_ridge,2026-02-14,1145,1145,booked,30,airbnb,cabin_ridge-2026-02-14
cabin_ridge,2026-02-15,470,,available,10,airbnb,
cabin_ridge,2026-02-16,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-16
cabin_ridge,2026-02-17,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-17
cabin_ridge,2026-02-18,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-18
cabin_ridge,2026-02-19,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-19
cabin_ridge,2026-02-20,855,,available,20,airbnb,
cabin_ridge,2026-02-21,1145,1145,booked,30,airbnb,cabin_ridge-2026-02-21
cabin_ridge,2026-02-22,,,blocked,,owner,owner
cabin_ridge,2026-02-23,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-23
cabin_ridge,2026-02-24,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-24
cabin_ridge,2026-02-25,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-25
cabin_ridge,2026-02-26,1040,1040,booked,45,airbnb,cabin_ridge-2026-02-26
cabin_ridge,2026-02-27,855,,available,20,airbnb,
cabin_ridge,2026-02-28,1145,1145,booked,30,airbnb,cabin_ridge-2026-02-28
cabin_ridge,2026-03-01,470,,available,10,airbnb,
cabin_ridge,2026-03-02,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-02
cabin_ridge,2026-03-03,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-03
cabin_ridge,2026-03-04,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-04
cabin_ridge,2026-03-05,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-05
cabin_ridge,2026-03-06,855,,available,20,airbnb,
cabin_ridge,2026-03-07,1145,1145,booked,30,airbnb,cabin_ridge-2026-03-07
cabin_ridge,2026-03-08,470,,available,10,airbnb,
cabin_ridge,2026-03-09,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-09
cabin_ridge,2026-03-10,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-10
cabin_ridge,2026-03-11,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-11
cabin_ridge,2026-03-12,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-12
cabin_ridge,2026-03-13,855,,available,20,airbnb,
cabin_ridge,2026-03-14,1145,1145,booked,30,airbnb,cabin_ridge-2026-03-14
cabin_ridge,2026-03-15,,,blocked,,owner,owner
cabin_ridge,2026-03-16,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-16
cabin_ridge,2026-03-17,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-17
cabin_ridge,2026-03-18,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-18
cabin_ridge,2026-03-19,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-19
cabin_ridge,2026-03-20,855,,available,20,airbnb,
cabin_ridge,2026-03-21,1145,1145,booked,30,airbnb,cabin_ridge-2026-03-21
cabin_ridge,2026-03-22,470,,available,10,airbnb,
cabin_ridge,2026-03-23,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-23
cabin_ridge,2026-03-24,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-24
cabin_ridge,2026-03-25,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-25
cabin_ridge,2026-03-26,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-26
cabin_ridge,2026-03-27,855,,available,20,airbnb,
cabin_ridge,2026-03-28,1145,1145,booked,30,airbnb,cabin_ridge-2026-03-28
cabin_ridge,2026-03-29,470,,available,10,airbnb,
cabin_ridge,2026-03-30,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-30
cabin_ridge,2026-03-31,1040,1040,booked,45,airbnb,cabin_ridge-2026-03-31
aspen_glow,2025-12-15,900,900,booked,45,airbnb,aspen_glow-2025-12-15
aspen_glow,2025-12-16,900,900,booked,45,airbnb,aspen_glow-2025-12-16
aspen_glow,2025-12-17,900,900,booked,45,airbnb,aspen_glow-2025-12-17
aspen_glow,2025-12-18,900,900,booked,45,airbnb,aspen_glow-2025-12-18
aspen_glow,2025-12-19,740,,available,20,airbnb,
aspen_glow,2025-12-20,995,995,booked,30,airbnb,aspen_glow-2025-12-20
aspen_glow,2025-12-21,,,blocked,,owner,owner
aspen_glow,2025-12-22,900,900,booked,45,airbnb,aspen_glow-2025-12-22
aspen_glow,2025-12-23,900,900,booked,45,airbnb,aspen_glow-2025-12-23
aspen_glow,2025-12-24,900,900,booked,45,airbnb,aspen_glow-2025-12-24
aspen_glow,2025-12-25,900,900,booked,45,airbnb,aspen_glow-2025-12-25
aspen_glow,2025-12-26,740,,available,20,airbnb,
aspen_glow,2025-12-27,995,995,booked,30,airbnb,aspen_glow-2025-12-27
aspen_glow,2025-12-28,415,,available,10,airbnb,
aspen_glow,2025-12-29,900,900,booked,45,airbnb,aspen_glow-2025-12-29
aspen_glow,2025-12-30,900,900,booked,45,airbnb,aspen_glow-2025-12-30
aspen_glow,2025-12-31,900,900,booked,45,airbnb,aspen_glow-2025-12-31
aspen_glow,2026-01-01,900,900,booked,45,airbnb,aspen_glow-2026-01-01
aspen_glow,2026-01-02,740,,available,20,airbnb,
aspen_glow,2026-01-03,995,995,booked,30,airbnb,aspen_glow-2026-01-03
aspen_glow,2026-01-04,415,,available,10,airbnb,
aspen_glow,2026-01-05,900,900,booked,45,airbnb,aspen_glow-2026-01-05
aspen_glow,2026-01-06,900,900,booked,45,airbnb,aspen_glow-2026-01-06
aspen_glow,2026-01-07,900,900,booked,45,airbnb,aspen_glow-2026-01-07
aspen_glow,2026-01-08,900,900,booked,45,airbnb,aspen_glow-2026-01-08
aspen_glow,2026-01-09,740,,available,20,airbnb,
aspen_glow,2026-01-10,995,995,booked,30,airbnb,aspen_glow-2026-01-10
aspen_glow,2026-01-11,,,blocked,,owner,owner
aspen_glow,2026-01-12,900,900,booked,45,airbnb,aspen_glow-2026-01-12
aspen_glow,2026-01-13,900,900,booked,45,airbnb,aspen_glow-2026-01-13
aspen_glow,2026-01-14,900,900,booked,45,airbnb,aspen_glow-2026-01-14
aspen_glow,2026-01-15,900,900,booked,45,airbnb,aspen_glow-2026-01-15
aspen_glow,2026-01-16,740,,available,20,airbnb,
aspen_glow,2026-01-17,995,995,booked,30,airbnb,aspen_glow-2026-01-17
aspen_glow,2026-01-18,415,,available,10,airbnb,
aspen_glow,2026-01-19,900,900,booked,45,airbnb,aspen_glow-2026-01-19
aspen_glow,2026-01-20,900,900,booked,45,airbnb,aspen_glow-2026-01-20
aspen_glow,2026-01-21,900,900,booked,45,airbnb,aspen_glow-2026-01-21
aspen_glow,2026-01-22,900,900,booked,45,airbnb,aspen_glow-2026-01-22
aspen_glow,2026-01-23,740,,available,20,airbnb,
aspen_glow,2026-01-24,995,995,booked,30,airbnb,aspen_glow-2026-01-24
aspen_glow,2026-01-25,415,,available,10,airbnb,
aspen_glow,2026-01-26,900,900,booked,45,airbnb,aspen_glow-2026-01-26
aspen_glow,2026-01-27,900,900,booked,45,airbnb,aspen_glow-2026-01-27
aspen_glow,2026-01-28,900,900,booked,45,airbnb,aspen_glow-2026-01-28
aspen_glow,2026-01-29,900,900,booked,45,airbnb,aspen_glow-2026-01-29
aspen_glow,2026-01-30,740,,available,20,airbnb,
aspen_glow,2026-01-31,995,995,booked,30,airbnb,aspen_glow-2026-01-31
aspen_glow,2026-02-01,,,blocked,,owner,owner
aspen_glow,2026-02-02,900,900,booked,45,airbnb,aspen_glow-2026-02-02
aspen_glow,2026-02-03,900,900,booked,45,airbnb,aspen_glow-2026-02-03
aspen_glow,2026-02-04,900,900,booked,45,airbnb,aspen_glow-2026-02-04
aspen_glow,2026-02-05,900,900,booked,45,airbnb,aspen_glow-2026-02-05
aspen_glow,2026-02-06,740,,available,20,airbnb,
aspen_glow,2026-02-07,995,995,booked,30,airbnb,aspen_glow-2026-02-07
aspen_glow,2026-02-08,415,,available,10,airbnb,
aspen_glow,2026-02-09,900,900,booked,45,airbnb,aspen_glow-2026-02-09
aspen_glow,2026-02-10,900,900,booked,45,airbnb,aspen_glow-2026-02-10
aspen_glow,2026-02-11,900,900,booked,45,airbnb,aspen_glow-2026-02-11
aspen_glow,2026-02-12,900,900,booked,45,airbnb,aspen_glow-2026-02-12
aspen_glow,2026-02-13,740,,available,20,airbnb,
aspen_glow,2026-02-14,995,995,booked,30,airbnb,aspen_glow-2026-02-14
aspen_glow,2026-02-15,415,,available,10,airbnb,
aspen_glow,2026-02-16,900,900,booked,45,airbnb,aspen_glow-2026-02-16
aspen_glow,2026-02-17,900,900,booked,45,airbnb,aspen_glow-2026-02-17
aspen_glow,2026-02-18,900,900,booked,45,airbnb,aspen_glow-2026-02-18
aspen_glow,2026-02-19,900,900,booked,45,airbnb,aspen_glow-2026-02-19
aspen_glow,2026-02-20,740,,available,20,airbnb,
aspen_glow,2026-02-21,995,995,booked,30,airbnb,aspen_glow-2026-02-21
aspen_glow,2026-02-22,,,blocked,,owner,owner
aspen_glow,2026-02-23,900,900,booked,45,airbnb,aspen_glow-2026-02-23
aspen_glow,2026-02-24,900,900,booked,45,airbnb,aspen_glow-2026-02-24
aspen_glow,2026-02-25,900,900,booked,45,airbnb,aspen_glow-2026-02-25
aspen_glow,2026-02-26,900,900,booked,45,airbnb,aspen_glow-2026-02-26
aspen_glow,2026-02-27,740,,available,20,airbnb,
aspen_glow,2026-02-28,995,995,booked,30,airbnb,aspen_glow-2026-02-28
aspen_glow,2026-03-01,415,,available,10,airbnb,
aspen_glow,2026-03-02,900,900,booked,45,airbnb,aspen_glow-2026-03-02
aspen_glow,2026-03-03,900,900,booked,45,airbnb,aspen_glow-2026-03-03
aspen_glow,2026-03-04,900,900,booked,45,airbnb,aspen_glow-2026-03-04
aspen_glow,2026-03-05,900,900,booked,45,airbnb,aspen_glow-2026-03-05
aspen_glow,2026-03-06,740,,available,20,airbnb,
aspen_glow,2026-03-07,995,995,booked,30,airbnb,aspen_glow-2026-03-07
aspen_glow,2026-03-08,415,,available,10,airbnb,
aspen_glow,2026-03-09,900,900,booked,45,airbnb,aspen_glow-2026-03-09
aspen_glow,2026-03-10,900,900,booked,45,airbnb,aspen_glow-2026-03-10
aspen_glow,2026-03-11,900,900,booked,45,airbnb,aspen_glow-2026-03-11
aspen_glow,2026-03-12,900,900,booked,45,airbnb,aspen_glow-2026-03-12
aspen_glow,2026-03-13,740,,available,20,airbnb,
aspen_glow,2026-03-14,995,995,booked,30,airbnb,aspen_glow-2026-03-14
aspen_glow,2026-03-15,,,blocked,,owner,owner
aspen_glow,2026-03-16,900,900,booked,45,airbnb,aspen_glow-2026-03-16
aspen_glow,2026-03-17,900,900,booked,45,airbnb,aspen_glow-2026-03-17
aspen_glow,2026-03-18,900,900,booked,45,airbnb,aspen_glow-2026-03-18
aspen_glow,2026-03-19,900,900,booked,45,airbnb,aspen_glow-2026-03-19
aspen_glow,2026-03-20,740,,available,20,airbnb,
aspen_glow,2026-03-21,995,995,booked,30,airbnb,aspen_glow-2026-03-21
aspen_glow,2026-03-22,415,,available,10,airbnb,
aspen_glow,2026-03-23,900,900,booked,45,airbnb,aspen_glow-2026-03-23
aspen_glow,2026-03-24,900,900,booked,45,airbnb,aspen_glow-2026-03-24
aspen_glow,2026-03-25,900,900,booked,45,airbnb,aspen_glow-2026-03-25
aspen_glow,2026-03-26,900,900,booked,45,airbnb,aspen_glow-2026-03-26
aspen_glow,2026-03-27,740,,available,20,airbnb,
aspen_glow,2026-03-28,995,995,booked,30,airbnb,aspen_glow-2026-03-28
aspen_glow,2026-03-29,415,,available,10,airbnb,
aspen_glow,2026-03-30,900,900,booked,45,airbnb,aspen_glow-2026-03-30
aspen_glow,2026-03-31,900,900,booked,45,airbnb,aspen_glow-2026-03-31
fraser_view,2025-12-15,710,710,booked,45,airbnb,fraser_view-2025-12-15
fraser_view,2025-12-16,710,710,booked,45,airbnb,fraser_view-2025-12-16
fraser_view,2025-12-17,710,710,booked,45,airbnb,fraser_view-2025-12-17
fraser_view,2025-12-18,710,710,booked,45,airbnb,fraser_view-2025-12-18
fraser_view,2025-12-19,585,,available,20,airbnb,
fraser_view,2025-12-20,785,785,booked,30,airbnb,fraser_view-2025-12-20
fraser_view,2025-12-21,,,blocked,,owner,owner
fraser_view,2025-12-22,710,710,booked,45,airbnb,fraser_view-2025-12-22
fraser_view,2025-12-23,710,710,booked,45,airbnb,fraser_view-2025-12-23
fraser_view,2025-12-24,710,710,booked,45,airbnb,fraser_view-2025-12-24
fraser_view,2025-12-25,710,710,booked,45,airbnb,fraser_view-2025-12-25
fraser_view,2025-12-26,585,,available,20,airbnb,
fraser_view,2025-12-27,785,785,booked,30,airbnb,fraser_view-2025-12-27
fraser_view,2025-12-28,325,,available,10,airbnb,
fraser_view,2025-12-29,710,710,booked,45,airbnb,fraser_view-2025-12-29
fraser_view,2025-12-30,710,710,booked,45,airbnb,fraser_view-2025-12-30
fraser_view,2025-12-31,710,710,booked,45,airbnb,fraser_view-2025-12-31
fraser_view,2026-01-01,710,710,booked,45,airbnb,fraser_view-2026-01-01
fraser_view,2026-01-02,585,,available,20,airbnb,
fraser_view,2026-01-03,785,785,booked,30,airbnb,fraser_view-2026-01-03
fraser_view,2026-01-04,325,,available,10,airbnb,
fraser_view,2026-01-05,710,710,booked,45,airbnb,fraser_view-2026-01-05
fraser_view,2026-01-06,710,710,booked,45,airbnb,fraser_view-2026-01-06
fraser_view,2026-01-07,710,710,booked,45,airbnb,fraser_view-2026-01-07
fraser_view,2026-01-08,710,710,booked,45,airbnb,fraser_view-2026-01-08
fraser_view,2026-01-09,585,,available,20,airbnb,
fraser_view,2026-01-10,785,785,booked,30,airbnb,fraser_view-2026-01-10
fraser_view,2026-01-11,,,blocked,,owner,owner
fraser_view,2026-01-12,710,710,booked,45,airbnb,fraser_view-2026-01-12
fraser_view,2026-01-13,710,710,booked,45,airbnb,fraser_view-2026-01-13
fraser_view,2026-01-14,710,710,booked,45,airbnb,fraser_view-2026-01-14
fraser_view,2026-01-15,710,710,booked,45,airbnb,fraser_view-2026-01-15
fraser_view,2026-01-16,585,,available,20,airbnb,
fraser_view,2026-01-17,785,785,booked,30,airbnb,fraser_view-2026-01-17
fraser_view,2026-01-18,325,,available,10,airbnb,
fraser_view,2026-01-19,710,710,booked,45,airbnb,fraser_view-2026-01-19
fraser_view,2026-01-20,710,710,booked,45,airbnb,fraser_view-2026-01-20
fraser_view,2026-01-21,710,710,booked,45,airbnb,fraser_view-2026-01-21
fraser_view,2026-01-22,710,710,booked,45,airbnb,fraser_view-2026-01-22
fraser_view,2026-01-23,585,,available,20,airbnb,
fraser_view,2026-01-24,785,785,booked,30,airbnb,fraser_view-2026-01-24
fraser_view,2026-01-25,325,,available,10,airbnb,
fraser_view,2026-01-26,710,710,booked,45,airbnb,fraser_view-2026-01-26
fraser_view,2026-01-27,710,710,booked,45,airbnb,fraser_view-2026-01-27
fraser_view,2026-01-28,710,710,booked,45,airbnb,fraser_view-2026-01-28
fraser_view,2026-01-29,710,710,booked,45,airbnb,fraser_view-2026-01-29
fraser_view,2026-01-30,585,,available,20,airbnb,
fraser_view,2026-01-31,785,785,booked,30,airbnb,fraser_view-2026-01-31
fraser_view,2026-02-01,,,blocked,,owner,owner
fraser_view,2026-02-02,710,710,booked,45,airbnb,fraser_view-2026-02-02
fraser_view,2026-02-03,710,710,booked,45,airbnb,fraser_view-2026-02-03
fraser_view,2026-02-04,710,710,booked,45,airbnb,fraser_view-2026-02-04
fraser_view,2026-02-05,710,710,booked,45,airbnb,fraser_view-2026-02-05
fraser_view,2026-02-06,585,,available,20,airbnb,
fraser_view,2026-02-07,785,785,booked,30,airbnb,fraser_view-2026-02-07
fraser_view,2026-02-08,325,,available,10,airbnb,
fraser_view,2026-02-09,710,710,booked,45,airbnb,fraser_view-2026-02-09
fraser_view,2026-02-10,710,710,booked,45,airbnb,fraser_view-2026-02-10
fraser_view,2026-02-11,710,710,booked,45,airbnb,fraser_view-2026-02-11
fraser_view,2026-02-12,710,710,booked,45,airbnb,fraser_view-2026-02-12
fraser_view,2026-02-13,585,,available,20,airbnb,
fraser_view,2026-02-14,785,785,booked,30,airbnb,fraser_view-2026-02-14
fraser_view,2026-02-15,325,,available,10,airbnb,
fraser_view,2026-02-16,710,710,booked,45,airbnb,fraser_view-2026-02-16
fraser_view,2026-02-17,710,710,booked,45,airbnb,fraser_view-2026-02-17
fraser_view,2026-02-18,710,710,booked,45,airbnb,fraser_view-2026-02-18
fraser_view,2026-02-19,710,710,booked,45,airbnb,fraser_view-2026-02-19
fraser_view,2026-02-20,585,,available,20,airbnb,
fraser_view,2026-02-21,785,785,booked,30,airbnb,fraser_view-2026-02-21
fraser_view,2026-02-22,,,blocked,,owner,owner
fraser_view,2026-02-23,710,710,booked,45,airbnb,fraser_view-2026-02-23
fraser_view,2026-02-24,710,710,booked,45,airbnb,fraser_view-2026-02-24
fraser_view,2026-02-25,710,710,booked,45,airbnb,fraser_view-2026-02-25
fraser_view,2026-02-26,710,710,booked,45,airbnb,fraser_view-2026-02-26
fraser_view,2026-02-27,585,,available,20,airbnb,
fraser_view,2026-02-28,785,785,booked,30,airbnb,fraser_view-2026-02-28
fraser_view,2026-03-01,325,,available,10,airbnb,
fraser_view,2026-03-02,710,710,booked,45,airbnb,fraser_view-2026-03-02
fraser_view,2026-03-03,710,710,booked,45,airbnb,fraser_view-2026-03-03
fraser_view,2026-03-04,710,710,booked,45,airbnb,fraser_view-2026-03-04
fraser_view,2026-03-05,710,710,booked,45,airbnb,fraser_view-2026-03-05
fraser_view,2026-03-06,585,,available,20,airbnb,
fraser_view,2026-03-07,785,785,booked,30,airbnb,fraser_view-2026-03-07
fraser_view,2026-03-08,325,,available,10,airbnb,
fraser_view,2026-03-09,710,710,booked,45,airbnb,fraser_view-2026-03-09
fraser_view,2026-03-10,710,710,booked,45,airbnb,fraser_view-2026-03-10
fraser_view,2026-03-11,710,710,booked,45,airbnb,fraser_view-2026-03-11
fraser_view,2026-03-12,710,710,booked,45,airbnb,fraser_view-2026-03-12
fraser_view,2026-03-13,585,,available,20,airbnb,
fraser_view,2026-03-14,785,785,booked,30,airbnb,fraser_view-2026-03-14
fraser_view,2026-03-15,,,blocked,,owner,owner
fraser_view,2026-03-16,710,710,booked,45,airbnb,fraser_view-2026-03-16
fraser_view,2026-03-17,710,710,booked,45,airbnb,fraser_view-2026-03-17
fraser_view,2026-03-18,710,710,booked,45,airbnb,fraser_view-2026-03-18
fraser_view,2026-03-19,710,710,booked,45,airbnb,fraser_view-2026-03-19
fraser_view,2026-03-20,585,,available,20,airbnb,
fraser_view,2026-03-21,785,785,booked,30,airbnb,fraser_view-2026-03-21
fraser_view,2026-03-22,325,,available,10,airbnb,
fraser_view,2026-03-23,710,710,booked,45,airbnb,fraser_view-2026-03-23
fraser_view,2026-03-24,710,710,booked,45,airbnb,fraser_view-2026-03-24
fraser_view,2026-03-25,710,710,booked,45,airbnb,fraser_view-2026-03-25
fraser_view,2026-03-26,710,710,booked,45,airbnb,fraser_view-2026-03-26
fraser_view,2026-03-27,585,,available,20,airbnb,
fraser_view,2026-03-28,785,785,booked,30,airbnb,fraser_view-2026-03-28
fraser_view,2026-03-29,325,,available,10,airbnb,
fraser_view,2026-03-30,710,710,booked,45,airbnb,fraser_view-2026-03-30
fraser_view,2026-03-31,710,710,booked,45,airbnb,fraser_view-2026-03-31
idlewild_loft,2025-12-15,630,630,booked,45,airbnb,idlewild_loft-2025-12-15
idlewild_loft,2025-12-16,630,630,booked,45,airbnb,idlewild_loft-2025-12-16
idlewild_loft,2025-12-17,630,630,booked,45,airbnb,idlewild_loft-2025-12-17
idlewild_loft,2025-12-18,630,630,booked,45,airbnb,idlewild_loft-2025-12-18
idlewild_loft,2025-12-19,520,,available,20,airbnb,
idlewild_loft,2025-12-20,695,695,booked,30,airbnb,idlewild_loft-2025-12-20
idlewild_loft,2025-12-21,,,blocked,,owner,owner
idlewild_loft,2025-12-22,630,630,booked,45,airbnb,idlewild_loft-2025-12-22
idlewild_loft,2025-12-23,630,630,booked,45,airbnb,idlewild_loft-2025-12-23
idlewild_loft,2025-12-24,630,630,booked,45,airbnb,idlewild_loft-2025-12-24
idlewild_loft,2025-12-25,630,630,booked,45,airbnb,idlewild_loft-2025-12-25
idlewild_loft,2025-12-26,520,,available,20,airbnb,
idlewild_loft,2025-12-27,695,695,booked,30,airbnb,idlewild_loft-2025-12-27
idlewild_loft,2025-12-28,275,,available,10,airbnb,
idlewild_loft,2025-12-29,630,630,booked,45,airbnb,idlewild_loft-2025-12-29
idlewild_loft,2025-12-30,630,630,booked,45,airbnb,idlewild_loft-2025-12-30
idlewild_loft,2025-12-31,630,630,booked,45,airbnb,idlewild_loft-2025-12-31
idlewild_loft,2026-01-01,630,630,booked,45,airbnb,idlewild_loft-2026-01-01
idlewild_loft,2026-01-02,520,,available,20,airbnb,
idlewild_loft,2026-01-03,695,695,booked,30,airbnb,idlewild_loft-2026-01-03
idlewild_loft,2026-01-04,275,,available,10,airbnb,
idlewild_loft,2026-01-05,630,630,booked,45,airbnb,idlewild_loft-2026-01-05
idlewild_loft,2026-01-06,630,630,booked,45,airbnb,idlewild_loft-2026-01-06
idlewild_loft,2026-01-07,630,630,booked,45,airbnb,idlewild_loft-2026-01-07
idlewild_loft,2026-01-08,630,630,booked,45,airbnb,idlewild_loft-2026-01-08
idlewild_loft,2026-01-09,520,,available,20,airbnb,
idlewild_loft,2026-01-10,695,695,booked,30,airbnb,idlewild_loft-2026-01-10
idlewild_loft,2026-01-11,,,blocked,,owner,owner
idlewild_loft,2026-01-12,630,630,booked,45,airbnb,idlewild_loft-2026-01-12
idlewild_loft,2026-01-13,630,630,booked,45,airbnb,idlewild_loft-2026-01-13
idlewild_loft,2026-01-14,630,630,booked,45,airbnb,idlewild_loft-2026-01-14
idlewild_loft,2026-01-15,630,630,booked,45,airbnb,idlewild_loft-2026-01-15
idlewild_loft,2026-01-16,520,,available,20,airbnb,
idlewild_loft,2026-01-17,695,695,booked,30,airbnb,idlewild_loft-2026-01-17
idlewild_loft,2026-01-18,275,,available,10,airbnb,
idlewild_loft,2026-01-19,630,630,booked,45,airbnb,idlewild_loft-2026-01-19
idlewild_loft,2026-01-20,630,630,booked,45,airbnb,idlewild_loft-2026-01-20
idlewild_loft,2026-01-21,630,630,booked,45,airbnb,idlewild_loft-2026-01-21
idlewild_loft,2026-01-22,630,630,booked,45,airbnb,idlewild_loft-2026-01-22
idlewild_loft,2026-01-23,520,,available,20,airbnb,
idlewild_loft,2026-01-24,695,695,booked,30,airbnb,idlewild_loft-2026-01-24
